polling_place_key,voters,voters_with_any_eligible_election,eligible_elections,voted_elections,eligible_primaries,voted_primaries,eligible_generals,voted_generals,eligible_midterm_primaries,voted_midterm_primaries,avg_eligible_elections_per_voter,avg_voted_elections_per_voter,avg_participation_pct_per_voter,participation_pct,primary_participation_pct,general_participation_pct,midterm_primary_participation_pct,registered_current_year_D,registered_current_year_Oth,registered_current_year_R,registered_current_year_total,registration_year,polling_place,full_address,post_office,precinct_codes,precinct_split_ids,municipality_districts
St. Paul's Episcopal Church | 89 Pinewood Dr Levittown PA 19054 | Levittown,1200,1194,13224,5440,6541,1592,6683,3848,1074,310,11.02,4.53,40.23,41.14,24.34,57.58,28.86,3,2,0,5,2026,St. Paul's Episcopal Church,89 Pinewood Dr Levittown PA 19054,Levittown,13041,13041-1,Falls Twp. 4 - 1
St. Paul's United Church of Christ | 104 Green St Sellersville PA 18960 | Sellersville,493,489,5352,2401,2646,714,2706,1687,431,128,10.86,4.87,42.91,44.86,26.98,62.34,29.7,1,0,1,2,2026,St. Paul's United Church of Christ,104 Green St Sellersville PA 18960,Sellersville,39020,39020-1,Sellersville Borough District 2
St. Peter's Lutheran Church | 1530 Augsburg Dr Hilltown PA 18927 | Hilltown,2247,2225,24282,10789,12004,3110,12278,7679,1964,641,10.81,4.8,42.86,44.43,25.91,62.54,32.64,4,3,9,16,2026,St. Peter's Lutheran Church,1530 Augsburg Dr Hilltown PA 18927,Hilltown,15022,15022-1,Hilltown Twp. Fairhill 2
Tapestry Clubhouse | 100 Independence Dr Holland PA 18966 | Holland,1765,1752,19548,9716,9679,3197,9869,6519,1595,666,11.08,5.5,48.43,49.7,33.03,66.06,41.76,3,3,5,11,2026,Tapestry Clubhouse,100 Independence Dr Holland PA 18966,Holland,31110,31110-1,Northampton Twp. District 11
Tawanka Learning Center | 2055 Brownsville Rd Langhorne PA 19053 | Langhorne,1457,1441,15943,7304,7891,2271,8052,5033,1306,454,10.94,5.01,44.31,45.81,28.78,62.51,34.76,3,2,4,9,2026,Tawanka Learning Center,2055 Brownsville Rd Langhorne PA 19053,Langhorne,21013,21013-1,Lower Southampton Twp. East 3
Telford Borough Community Center | 125 S Hamilton St Telford PA 18969 | Telford,1659,1648,18376,7796,9096,2603,9280,5193,1501,487,11.08,4.7,41.71,42.42,28.62,55.96,32.45,4,4,1,9,2026,Telford Borough Community Center,125 S Hamilton St Telford PA 18969,Telford,43000,43000-1,Telford Borough
"Thompson Memorial Presbyterian Church | 1680 Aquetong Road, New Hope, PA 18938 | New Hope",3343,3296,35749,17238,17637,5179,18112,12059,2894,1009,10.69,5.16,47.38,48.22,29.36,66.58,34.87,16,11,7,34,2026,Thompson Memorial Presbyterian Church,"1680 Aquetong Road, New Hope, PA 18938",New Hope,41011; 41012,41011-1; 41012-1,Solebury Twp. Lower 1; Solebury Twp. Lower 2
Tinicum Township Building | 163 Municipal Rd Pipersville PA 18947 | Pipersville,1160,1146,12686,6597,6269,2115,6417,4482,1033,423,10.94,5.69,50.72,52.0,33.74,69.85,40.95,4,3,2,9,2026,Tinicum Township Building,163 Municipal Rd Pipersville PA 18947,Pipersville,44030,44030-1,Tinicum Twp. Tohickon
Titus Elementary School | 2333 Lower Barness Rd Warrington PA 18976 | Warrington,2184,2162,23615,10151,11683,3186,11932,6965,1911,629,10.81,4.65,41.78,42.99,27.27,58.37,32.91,6,4,3,13,2026,Titus Elementary School,2333 Lower Barness Rd Warrington PA 18976,Warrington,50040,50040-1,Warrington Twp. District 4
Tohickon Middle School | 5051 Old Easton Rd Doylestown PA 18902 | Doylestown,4213,4164,45090,20438,22243,5899,22847,14539,3626,1157,10.7,4.85,43.79,45.33,26.52,63.64,31.91,12,12,7,31,2026,Tohickon Middle School,5051 Old Easton Rd Doylestown PA 18902,Doylestown,34030; 34050,34030-1; 34050-1,Plumstead Twp. District 3; Plumstead Twp. District 5
Trevose Fire Company | 4900 E Street Rd Trevose PA 19053 | Trevose,3749,3708,40216,15080,19871,4412,20345,10668,3242,835,10.73,4.02,36.14,37.5,22.2,52.44,25.76,13,8,6,27,2026,Trevose Fire Company,4900 E Street Rd Trevose PA 19053,Trevose,02051; 02053,02051-1; 02053-1,Bensalem Twp. Upper 1; Bensalem Twp. Upper 3
Trinity Episcopal Church Solebury | 6587 Upper York Rd Solebury PA 18963 | Solebury,2060,2043,22345,11191,11037,3582,11308,7609,1812,699,10.85,5.43,49.04,50.08,32.45,67.29,38.58,8,4,2,14,2026,Trinity Episcopal Church Solebury,6587 Upper York Rd Solebury PA 18963,Solebury,41030,41030-1,Solebury Twp. Upper
Trinity Evangelical Lutheran Church | 2170 Route 212 Coopersburg PA 18036 | Coopersburg,1410,1400,15530,7303,7692,2246,7838,5057,1273,457,11.01,5.18,45.74,47.03,29.2,64.52,35.9,5,1,1,7,2026,Trinity Evangelical Lutheran Church,2170 Route 212 Coopersburg PA 18036,Coopersburg,42020,42020-1,Springfield Twp. Middle
Trumbauersville Borough Building | 1 Evergreen Dr Trumbauersville PA 18970 | Trumbauersville,643,638,6948,3239,3436,1089,3512,2150,564,201,10.81,5.04,45.31,46.62,31.69,61.22,35.64,0,2,2,4,2026,Trumbauersville Borough Building,1 Evergreen Dr Trumbauersville PA 18970,Trumbauersville,45000,45000-1,Trumbauersville Boro
Tullytown Borough Hall | 500 Main St Tullytown PA 19007 | Tullytown,1613,1592,17352,7044,8571,2340,8781,4704,1409,373,10.76,4.37,39.16,40.59,27.3,53.57,26.47,8,6,1,15,2026,Tullytown Borough Hall,500 Main St Tullytown PA 19007,Tullytown,46000,46000-1,Tullytown Borough
Union Fire Company | 2067 State Rd Bensalem PA 19020 | Bensalem,1743,1720,18466,6881,9100,1984,9366,4897,1486,390,10.59,3.95,36.44,37.26,21.8,52.28,26.24,5,4,5,14,2026,Union Fire Company,2067 State Rd Bensalem PA 19020,Bensalem,02021,02021-1,Bensalem Twp. Lower Middle 1
Upper Southampton Township Parks & Recreation | 913 Willow St Southampton PA 18966 | Southampton,2815,2791,31394,13964,15573,4388,15821,9576,2564,940,11.15,4.96,43.18,44.48,28.18,60.53,36.66,4,11,4,19,2026,Upper Southampton Township Parks & Recreation,913 Willow St Southampton PA 18966,Southampton,48021; 48041; 48042,48021-1; 48041-1; 48042-1,Upper Southampton Twp. North 1; Upper Southampton Twp. West 1; Upper Southampton Twp. West 2
VFW Post 1597 | 901 Bellevue Ave Croydon PA 19021 | Croydon,1586,1568,16858,5907,8325,1653,8533,4254,1356,350,10.63,3.72,33.56,35.04,19.86,49.85,25.81,3,7,4,14,2026,VFW Post 1597,901 Bellevue Ave Croydon PA 19021,Croydon,05011,05011-1,Bristol Twp. 1 - 1
Valley Elementary School | 3100 Donallen Dr Bensalem PA 19020 | Bensalem,4129,4102,45309,21383,22431,6787,22878,14596,3681,1265,10.97,5.18,45.93,47.19,30.26,63.8,34.37,5,7,5,17,2026,Valley Elementary School,3100 Donallen Dr Bensalem PA 19020,Bensalem,02056; 02059; 02060,02056-1; 02059-1; 02060-1,Bensalem Twp. Upper 10; Bensalem Twp. Upper 6; Bensalem Twp. Upper 9
Village Park Elementary School | 75 Unity Dr Fairless Hills PA 19030 | Fairless Hills,1275,1256,13715,5701,6780,1628,6935,4073,1101,321,10.76,4.47,40.35,41.57,24.01,58.73,29.16,6,3,2,11,2026,Village Park Elementary School,75 Unity Dr Fairless Hills PA 19030,Fairless Hills,13014,13014-1,Falls Twp. 1 - 4
Village Shires Community Center #1 | 3001 E Village Rd Holland PA 18966 | Holland,3955,3932,43591,18714,21564,5284,22027,13430,3541,1123,11.02,4.73,41.99,42.93,24.5,60.97,31.71,4,9,5,18,2026,Village Shires Community Center #1,3001 E Village Rd Holland PA 18966,Holland,31140; 31160,31140-1; 31160-1,Northampton Twp. District 14; Northampton Twp. District 16
Walter S. Miller Elementary School | 10 Cobalt Ridge Dr S Levittown PA 19057 | Levittown,1910,1883,20523,9400,10148,2784,10375,6616,1654,595,10.75,4.92,44.51,45.8,27.43,63.77,35.97,8,5,8,21,2026,Walter S. Miller Elementary School,10 Cobalt Ridge Dr S Levittown PA 19057,Levittown,22030; 22040,22030-1; 22040-1,Middletown Twp. Lower 3; Middletown Twp. Lower 4
Warminster Community Center | 75 Downey Dr Warminster PA 18974 | Warminster,1070,1059,11378,3739,5619,933,5759,2806,912,165,10.63,3.49,31.63,32.86,16.6,48.72,18.09,2,2,2,6,2026,Warminster Community Center,75 Downey Dr Warminster PA 18974,Warminster,49020,49020-1,Warminster Twp. District 2
Warminster Library | 1076 Emma Ln Warminster PA 18974 | Warminster,2006,1993,22013,9645,10891,2951,11122,6694,1785,554,10.97,4.81,42.65,43.82,27.1,60.19,31.04,4,2,3,9,2026,Warminster Library,1076 Emma Ln Warminster PA 18974,Warminster,49010; 49170,49010-1; 49170-1,Warminster Twp. District 1; Warminster Twp. District 17
Warminster Presbyterian Church | 500 Madison Ave Warminster PA 18974 | Warminster,2262,2241,24203,8461,11955,2348,12248,6113,1957,456,10.7,3.74,33.82,34.96,19.64,49.91,23.3,8,4,3,15,2026,Warminster Presbyterian Church,500 Madison Ave Warminster PA 18974,Warminster,49030,49030-1,Warminster Twp. District 3
Warminster Township Building | 401 Gibson Ave #1 Warminster PA 18974 | Warminster,1143,1129,12497,5518,6185,1648,6312,3870,1014,321,10.93,4.83,42.56,44.15,26.65,61.31,31.66,3,2,3,8,2026,Warminster Township Building,401 Gibson Ave #1 Warminster PA 18974,Warminster,49040,49040-1,Warminster Twp. District 4
Warrington Fellowship Church | 1455 Cooper Ln Warrington PA 18976 | Warrington,4039,4001,44548,20119,22059,5838,22489,14281,3629,1151,11.03,4.98,43.98,45.16,26.47,63.5,31.72,11,5,8,24,2026,Warrington Fellowship Church,1455 Cooper Ln Warrington PA 18976,Warrington,50030; 50050,50030-1; 50050-1,Warrington Twp. District 3; Warrington Twp. District 5
Warrington Fire Company | 2310 Freedoms Way Warrington PA 18976 | Warrington,2139,2126,23416,10400,11582,2942,11834,7458,1894,643,10.95,4.86,43.09,44.41,25.4,63.02,33.95,4,1,3,8,2026,Warrington Fire Company,2310 Freedoms Way Warrington PA 18976,Warrington,50080,50080-1,Warrington Twp. District 8
Warrington Township Building | 852 Easton Rd Warrington PA 18976 | Warrington,2063,2042,22632,10802,11185,3189,11447,7613,1837,642,10.97,5.24,46.4,47.73,28.51,66.51,34.95,7,3,2,12,2026,Warrington Township Building,852 Easton Rd Warrington PA 18976,Warrington,50010,50010-1,Warrington Twp. District 1
Warwick Township Building | 1733 Twp Green Jamison PA 18929 | Jamison,4434,4393,48430,23380,23953,7128,24477,16252,3920,1410,10.92,5.27,47.04,48.28,29.76,66.4,35.97,9,8,6,23,2026,Warwick Township Building,1733 Twp Green Jamison PA 18929,Jamison,51010; 51040,51010-1; 51040-1,Warwick Twp. District 1; Warwick Twp. District 4
Warwick township firehouse | 2390 York Rd Jamison PA 18929 | Jamison,2202,2176,23506,10440,11584,2836,11922,7604,1894,554,10.67,4.74,43.1,44.41,24.48,63.78,29.25,8,3,5,16,2026,Warwick township firehouse,2390 York Rd Jamison PA 18929,Jamison,51030,51030-1,Warwick Twp. District 3
Wesley Enhanced Living | 200 Veterans Ln Doylestown PA 18901 | Doylestown,1899,1867,20150,9314,9952,3080,10198,6234,1631,577,10.61,4.9,45.23,46.22,30.95,61.13,35.38,11,6,5,22,2026,Wesley Enhanced Living,200 Veterans Ln Doylestown PA 18901,Doylestown,08022,08022-1,Doylestown Borough 2 - 2
West End Fire Company | 1319 Park Ave Quakertown PA 18951 | Quakertown,1445,1429,15443,5537,7625,1600,7818,3937,1252,332,10.69,3.83,34.66,35.85,20.98,50.36,26.52,4,5,1,10,2026,West End Fire Company,1319 Park Ave Quakertown PA 18951,Quakertown,35011,35011-1,Quakertown Borough 1 - 1
William Penn Fire Company | 123 Main St Hulmeville PA 19047 | Hulmeville,788,782,8609,3670,4266,1100,4343,2570,699,175,10.93,4.66,41.88,42.63,25.79,59.18,25.04,1,0,2,3,2026,William Penn Fire Company,123 Main St Hulmeville PA 19047,Hulmeville,16000,16000-1,Hulmeville Borough
William Tennent High School | 333 Centennial Rd Warminster PA 18974 | Warminster,2610,2584,28416,10976,14059,3355,14357,7621,2310,692,10.89,4.21,37.29,38.63,23.86,53.08,29.96,8,5,4,17,2026,William Tennent High School,333 Centennial Rd Warminster PA 18974,Warminster,49100; 49160,49100-1; 49160-1,Warminster Twp. District 10; Warminster Twp. District 16
William W.H. Davis Elementary School | 475 Maple Ave Southampton PA 18966 | Southampton,1776,1764,19684,8751,9752,2616,9932,6135,1604,569,11.08,4.93,43.07,44.46,26.83,61.77,35.47,2,4,5,11,2026,William W.H. Davis Elementary School,475 Maple Ave Southampton PA 18966,Southampton,48023; 48024,48023-1; 48024-1,Upper Southampton Twp. North 3; Upper Southampton Twp. North 4
Willow Dale Elementary School | 720 N Norristown Rd Warminster PA 18974 | Warminster,2696,2673,29911,12743,14806,3825,15105,8918,2442,753,11.09,4.73,41.39,42.6,25.83,59.04,30.84,6,2,4,12,2026,Willow Dale Elementary School,720 N Norristown Rd Warminster PA 18974,Warminster,49060; 49130,49060-1; 49130-1,Warminster Twp. District 13; Warminster Twp. District 6
Woodside Church | 1667 Edgewood Rd Yardley PA 19067 | Yardley,5033,4968,54025,22751,26670,6591,27355,16160,4368,1395,10.73,4.52,40.93,42.11,24.71,59.08,31.94,13,13,9,35,2026,Woodside Church,1667 Edgewood Rd Yardley PA 19067,Yardley,20015; 20016,20015-1; 20016-1,Lower Makefield Twp. North 5; Lower Makefield Twp. North 6
Yardley-Makefield Fire Company | 105 S Main St Yardley PA 19067 | Yardley,2287,2260,25045,12081,12385,3610,12660,8471,2031,706,10.95,5.28,47.6,48.24,29.15,66.91,34.76,9,8,3,20,2026,Yardley-Makefield Fire Company,105 S Main St Yardley PA 19067,Yardley,54000,54000-1,Yardley Borough
