polling_place_key,D_registered,Oth_registered,R_registered,D_voted,Oth_voted,R_voted,D_turnout_pct,R_turnout_pct,Oth_turnout_pct,registered_total,voted_total,turnout_pct,polling_place,full_address,post_office,precinct_codes,precinct_split_ids,municipality_districts
Simon Butler Elementary School | 200 Brittany Dr Chalfont PA 18914 | Chalfont,1645,700,1559,987,251,813,60.0,52.15,35.86,3904,2051,52.54,Simon Butler Elementary School,200 Brittany Dr Chalfont PA 18914,Chalfont,26031; 26032,26031-1; 26032-1,New Britain Twp. South 1; New Britain Twp. South 2
Snyder-Girotti Elementary School | 450 Beaver St Bristol PA 19007 | Bristol,1083,314,456,479,58,157,44.23,34.43,18.47,1853,694,37.45,Snyder-Girotti Elementary School,450 Beaver St Bristol PA 19007,Bristol,04031; 04032; 04033,04031-1; 04032-1; 04033-1,Bristol Borough West 1; Bristol Borough West 2; Bristol Borough West 3
Sol Feinstone Elementary School | 1090 Eagle Rd Newtown PA 18940 | Newtown,1271,704,1599,813,293,943,63.97,58.97,41.62,3574,2049,57.33,Sol Feinstone Elementary School,1090 Eagle Rd Newtown PA 18940,Newtown,47010; 47030,47010-1; 47030-1,Upper Makefield Twp. District 1; Upper Makefield Twp. District 3
Solebury Township Building | 3092 Sugan Rd Solebury PA 18963 | Solebury,1241,507,761,831,218,409,66.96,53.75,43.0,2509,1458,58.11,Solebury Township Building,3092 Sugan Rd Solebury PA 18963,Solebury,41020,41020-1,Solebury Twp. Middle
Somerton Springs Ballroom | 50 Bustleton Pike Feasterville Trevose PA 19053 | Feasterville,558,332,806,309,81,364,55.38,45.16,24.4,1696,754,44.46,Somerton Springs Ballroom,50 Bustleton Pike Feasterville Trevose PA 19053,Feasterville,21021; 21027,21021-1; 21027-1,Lower Southampton Twp. West 1; Lower Southampton Twp. West 7
Southampton Fire House | 925 Street Rd Southampton PA 18966 | Southampton,1464,634,2246,836,169,1018,57.1,45.33,26.66,4344,2023,46.57,Southampton Fire House,925 Street Rd Southampton PA 18966,Southampton,48011; 48031; 48032,48011-1; 48031-1; 48032-1,Upper Southampton Twp. East 1; Upper Southampton Twp. South 1; Upper Southampton Twp. South 2
Springtown Fire Company | 3010 Route 212 Springtown PA 18081 | Springtown,441,267,713,265,95,369,60.09,51.75,35.58,1421,729,51.3,Springtown Fire Company,3010 Route 212 Springtown PA 18081,Springtown,42010,42010-1,Springfield Twp. East
St Ann Worship Site | 357 Dorrance St Bristol PA 19007 | Bristol,953,249,423,418,55,148,43.86,34.99,22.09,1625,621,38.22,St Ann Worship Site,357 Dorrance St Bristol PA 19007,Bristol,04041; 04042; 04043,04041-1; 04042-1; 04043-1,Bristol Borough South 1; Bristol Borough South 2; Bristol Borough South 3
St. Andrew's Lutheran Church | 20 Dill Ave Perkasie PA 18944 | Perkasie,1036,503,1304,653,166,685,63.03,52.53,33.0,2843,1504,52.9,St. Andrew's Lutheran Church,20 Dill Ave Perkasie PA 18944,Perkasie,33030,33030-1,Perkasie Borough 3rd Ward
St. Cyril of Jerusalem | 1410 Almshouse Rd Jamison PA 18929 | Jamison,1696,820,2289,1029,299,1225,60.67,53.52,36.46,4805,2553,53.13,St. Cyril of Jerusalem,1410 Almshouse Rd Jamison PA 18929,Jamison,51020; 51050,51020-1; 51050-1,Warwick Twp. District 2; Warwick Twp. District 5
St. John's Activity Center | 26 First Ave Richlandtown PA 18955 | Richlandtown,269,169,404,152,56,216,56.51,53.47,33.14,842,424,50.36,St. John's Activity Center,26 First Ave Richlandtown PA 18955,Richlandtown,37000,37000-1,Richlandtown Borough
St. John's Lutheran Church | 910 Allentown Rd Sellersville PA 18960 | Sellersville,357,237,717,252,75,377,70.59,52.58,31.65,1311,704,53.7,St. John's Lutheran Church,910 Allentown Rd Sellersville PA 18960,Sellersville,52010,52010-1,West Rockhill Twp. Argus
St. Paul's Episcopal Church | 89 Pinewood Dr Levittown PA 19054 | Levittown,540,203,457,273,57,201,50.56,43.98,28.08,1200,531,44.25,St. Paul's Episcopal Church,89 Pinewood Dr Levittown PA 19054,Levittown,13041,13041-1,Falls Twp. 4 - 1
St. Paul's United Church of Christ | 104 Green St Sellersville PA 18960 | Sellersville,196,100,197,133,28,101,67.86,51.27,28.0,493,262,53.14,St. Paul's United Church of Christ,104 Green St Sellersville PA 18960,Sellersville,39020,39020-1,Sellersville Borough District 2
St. Peter's Lutheran Church | 1530 Augsburg Dr Hilltown PA 18927 | Hilltown,642,394,1211,383,128,576,59.66,47.56,32.49,2247,1087,48.38,St. Peter's Lutheran Church,1530 Augsburg Dr Hilltown PA 18927,Hilltown,15022,15022-1,Hilltown Twp. Fairhill 2
Tapestry Clubhouse | 100 Independence Dr Holland PA 18966 | Holland,743,263,759,487,101,383,65.55,50.46,38.4,1765,971,55.01,Tapestry Clubhouse,100 Independence Dr Holland PA 18966,Holland,31110,31110-1,Northampton Twp. District 11
Tawanka Learning Center | 2055 Brownsville Rd Langhorne PA 19053 | Langhorne,534,230,693,302,60,357,56.55,51.52,26.09,1457,719,49.35,Tawanka Learning Center,2055 Brownsville Rd Langhorne PA 19053,Langhorne,21013,21013-1,Lower Southampton Twp. East 3
Telford Borough Community Center | 125 S Hamilton St Telford PA 18969 | Telford,566,287,806,329,99,421,58.13,52.23,34.49,1659,849,51.18,Telford Borough Community Center,125 S Hamilton St Telford PA 18969,Telford,43000,43000-1,Telford Borough
"Thompson Memorial Presbyterian Church | 1680 Aquetong Road, New Hope, PA 18938 | New Hope",1395,761,1187,906,320,668,64.95,56.28,42.05,3343,1894,56.66,Thompson Memorial Presbyterian Church,"1680 Aquetong Road, New Hope, PA 18938",New Hope,41011; 41012,41011-1; 41012-1,Solebury Twp. Lower 1; Solebury Twp. Lower 2
Tinicum Township Building | 163 Municipal Rd Pipersville PA 18947 | Pipersville,436,224,500,322,90,265,73.85,53.0,40.18,1160,677,58.36,Tinicum Township Building,163 Municipal Rd Pipersville PA 18947,Pipersville,44030,44030-1,Tinicum Twp. Tohickon
Titus Elementary School | 2333 Lower Barness Rd Warrington PA 18976 | Warrington,984,339,861,562,98,424,57.11,49.25,28.91,2184,1084,49.63,Titus Elementary School,2333 Lower Barness Rd Warrington PA 18976,Warrington,50040,50040-1,Warrington Twp. District 4
Tohickon Middle School | 5051 Old Easton Rd Doylestown PA 18902 | Doylestown,1412,872,1929,862,277,1022,61.05,52.98,31.77,4213,2161,51.29,Tohickon Middle School,5051 Old Easton Rd Doylestown PA 18902,Doylestown,34030; 34050,34030-1; 34050-1,Plumstead Twp. District 3; Plumstead Twp. District 5
Trevose Fire Company | 4900 E Street Rd Trevose PA 19053 | Trevose,1620,636,1493,746,147,604,46.05,40.46,23.11,3749,1497,39.93,Trevose Fire Company,4900 E Street Rd Trevose PA 19053,Trevose,02051; 02053,02051-1; 02053-1,Bensalem Twp. Upper 1; Bensalem Twp. Upper 3
Trinity Episcopal Church Solebury | 6587 Upper York Rd Solebury PA 18963 | Solebury,945,384,731,646,171,368,68.36,50.34,44.53,2060,1185,57.52,Trinity Episcopal Church Solebury,6587 Upper York Rd Solebury PA 18963,Solebury,41030,41030-1,Solebury Twp. Upper
Trinity Evangelical Lutheran Church | 2170 Route 212 Coopersburg PA 18036 | Coopersburg,463,248,699,310,96,342,66.95,48.93,38.71,1410,748,53.05,Trinity Evangelical Lutheran Church,2170 Route 212 Coopersburg PA 18036,Coopersburg,42020,42020-1,Springfield Twp. Middle
Trumbauersville Borough Building | 1 Evergreen Dr Trumbauersville PA 18970 | Trumbauersville,199,121,323,131,43,187,65.83,57.89,35.54,643,361,56.14,Trumbauersville Borough Building,1 Evergreen Dr Trumbauersville PA 18970,Trumbauersville,45000,45000-1,Trumbauersville Boro
Tullytown Borough Hall | 500 Main St Tullytown PA 19007 | Tullytown,839,264,510,420,57,193,50.06,37.84,21.59,1613,670,41.54,Tullytown Borough Hall,500 Main St Tullytown PA 19007,Tullytown,46000,46000-1,Tullytown Borough
Union Fire Company | 2067 State Rd Bensalem PA 19020 | Bensalem,681,303,759,323,83,344,47.43,45.32,27.39,1743,750,43.03,Union Fire Company,2067 State Rd Bensalem PA 19020,Bensalem,02021,02021-1,Bensalem Twp. Lower Middle 1
Upper Southampton Township Parks & Recreation | 913 Willow St Southampton PA 18966 | Southampton,1009,430,1376,605,118,696,59.96,50.58,27.44,2815,1419,50.41,Upper Southampton Township Parks & Recreation,913 Willow St Southampton PA 18966,Southampton,48021; 48041; 48042,48021-1; 48041-1; 48042-1,Upper Southampton Twp. North 1; Upper Southampton Twp. West 1; Upper Southampton Twp. West 2
VFW Post 1597 | 901 Bellevue Ave Croydon PA 19021 | Croydon,584,299,703,261,53,260,44.69,36.98,17.73,1586,574,36.19,VFW Post 1597,901 Bellevue Ave Croydon PA 19021,Croydon,05011,05011-1,Bristol Twp. 1 - 1
Valley Elementary School | 3100 Donallen Dr Bensalem PA 19020 | Bensalem,1766,618,1745,1062,205,985,60.14,56.45,33.17,4129,2252,54.54,Valley Elementary School,3100 Donallen Dr Bensalem PA 19020,Bensalem,02056; 02059; 02060,02056-1; 02059-1; 02060-1,Bensalem Twp. Upper 10; Bensalem Twp. Upper 6; Bensalem Twp. Upper 9
Village Park Elementary School | 75 Unity Dr Fairless Hills PA 19030 | Fairless Hills,606,211,458,325,56,212,53.63,46.29,26.54,1275,593,46.51,Village Park Elementary School,75 Unity Dr Fairless Hills PA 19030,Fairless Hills,13014,13014-1,Falls Twp. 1 - 4
